Compound	InChI-Key	SMILES
guanosine	InChIKey=NYHBQMYGNKIUIF-UUOKFMHZSA-N	C(O)[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
alpha-D-arabinofuranose	InChIKey=HMFHBZSHGGEWLO-MBMOQRBOSA-N	C(O)[C@@H]1([C@@H](O)[C@H](O)C(O)O1)
b-dman-HEX-1:5|6:a		
dolichol-group		CC[C@@H](C)CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
5-phospho-beta-D-ribosylamine	InChIKey=SKCBPEVYGOQGJN-TXICZTDVSA-M	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H]([NH3+])O1)
NAD+	InChIKey=BAWFJGJZGIEFAR-NNYOXOHSSA-M	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
9-cis, 11-trans-octadecadienoyl-CoA	InChIKey=AHZCZESKRQDJSS-CQBJTUNBSA-J	CCCCCC/C=C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
beta-D-galactofuranose	InChIKey=AVVWPBAENSWJCB-DGPNFKTASA-N	C(=O)[R]
beta-L-ribulofuranose	InChIKey=LQXVFWRQNMEDEE-YUPRTTJUSA-N	C(O)[C@@]1(O)([C@@H](O)[C@@H](O)CO1)
arachidonoyl-CoA	InChIKey=JDEPVTUUCBFJIW-YQVDHACTSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
sn-glycero-3-phosphocholine	InChIKey=SUHOQUVVVLNYQR-MRVPVSSYSA-N	C([N+](C)(C)C)COP([O-])(=O)OC[C@H](O)CO
a-HEP-1:5		
a-dman-HEX-1:5|6:d		
D-myo-inositol 1,3,4,5,6-pentakisphosphate	InChIKey=CTPQAXVNYGZUAJ-KXXVROSKSA-D	[C@@H]1(O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)
cacodylate	InChIKey=OGGXGZAMXPVRFZ-UHFFFAOYSA-M	C[As](C)(=O)[O-]
lanosteryl oleate	InChIKey=DKYFEOWQCCNWLB-GYZZQDEESA-N	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H]4(CC[C@@]1(C)([C@@H](CCC2(/[C@]3(C)(CC[C@H]([C@@H](CCC=C(C)C)C)[C@@](C)(CCC\1=2)3)))C(C)(C)4))
2,5-diamino-6-(5-phospho-D-ribitylamino)pyrimidin-4(3H)-one	InChIKey=ACIVVGBVOVHFPQ-RPDRRWSUSA-L	C(NC1(/N=C(N)\NC(=O)C(/N)=1))[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
benzyl benzoate	InChIKey=SESFRYSPDFLNCH-UHFFFAOYSA-N	C(C1(\C=C/C=C\C=1))(=O)OCC2(\C=C/C=C\C=2)
leukotriene B4	InChIKey=VNYSSYRCGWBHLG-AMOLWHMGSA-M	C([R])(=O)[O-]
2-oxovalerate	InChIKey=KDVFRMMRZOCFLS-UHFFFAOYSA-M	C([R])(=O)[O-]
N-(1-deoxy-D-fructos-1-yl)-L-leucine	InChIKey=BUGJJLOUCDBMAS-AYHFEMFVSA-N	C([R])(=O)[O-]
trifluoromethionine	InChIKey=YLJLTSVBCXYTQK-VKHMYHEASA-N	C([R])(=O)[O-]
3-methylbutanal	InChIKey=YGHRJJRRZDOVPD-UHFFFAOYSA-N	CC(C)CC=O
beta-L-galactopyranose	InChIKey=WQZGKKKJIJFFOK-KGJVWPDLSA-N	C(=O)[R]
beta-D-galactopyranose	InChIKey=WQZGKKKJIJFFOK-FPRJBGLDSA-N	C(O)[C@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1)
dTTP	InChIKey=NHVNXKFIZYSCEB-XLPZGREQSA-J	CC1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2))
1D-myo-inositol 1-diphosphate 2,3,4,5,6-pentakisphosphate	InChIKey=UPHPWXPNZIOZJL-UOTPTPDRSA-A	[C@H]1(OP(=O)([O-])[O-])([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])[C@H](OP(OP([O-])(=O)[O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])1)
dUDP	InChIKey=QHWZTVCCBMIIKE-SHYZEUOFSA-K	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(\C=C/C(=O)NC1=O))C[C@H](O)2)
4,4-dimethyl-5-alpha-cholesta-8,14-dien-3-beta-ol	InChIKey=OGQJUYXFIOFTMA-PBJLWWPKSA-N	CC(C)CCC[C@H]([C@@H]4([C@]1(C)(C(C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CC[C@H](O)C(C)(C)3)))=CC4)))C
(S)-malate	InChIKey=BJEPYKJPYRNKOW-REOHCLBHSA-L	C([R])(=O)[O-]
cefoperazone	InChIKey=GCFBRXLSHGKWDP-XCGNWRKASA-N	CCN1(C(=O)C(=O)N(CC1)C(=O)N[C@H](C2(\C=C/C(/O)=C\C=2))C(=O)N[C@H]5(C(=O)N4(C(C(O)=O)=C(CSC3(\N(C)\N=N/N=3))CS[C@@H]45)))
L-glyceraldehyde	InChIKey=MNQZXJOMYWMBOU-GSVOUGTGSA-N	C(=O)[R]
methionol	InChIKey=CZUGFKJYCPYHHV-UHFFFAOYSA-N	CSCCCO
2,3-pentane-dione	InChIKey=TZMFJUDUGYTVRY-UHFFFAOYSA-N	CCC(=O)C(=O)C
alpha-L-arabinofuranose	InChIKey=HMFHBZSHGGEWLO-QMKXCQHVSA-N	C(=O)[R]
ferrichrome A	InChIKey=YDEOVNTWYZIDCR-LDEMJYSLSA-K	CC(\CC([O-])=O)=C\C(N(CCCC1(NC(=O)CNC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(C(\C=C(C)/CC([O-])=O)=O)O)NC(=O)C(CCCN(C(/C=C(C)/CC([O-])=O)=O)O)NC(=O)1))O)=O.[Fe+3]
Hg2+	InChIKey=BQPIGGFYSBELGY-UHFFFAOYSA-N	[Hg+2]
(9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate	InChIKey=BKKGUKSHPCTUGE-OOHFSOINSA-M	C([R])(=O)[O-]
phytosphingosine (C18) 1-phosphate	InChIKey=AYGOSKULTISFCW-KSZLIROESA-M	CCCCCCCCCCCCCC[C@@H](O)[C@H]([C@H](COP([O-])(=O)[O-])[NH3+])O
diacetyl	InChIKey=QSJXEFYPDANLFS-UHFFFAOYSA-N	CC(C(C)=O)=O
4-nitrophenol	InChIKey=BTJIUGUIPKRLHP-UHFFFAOYSA-M	C1(/C=C(\C=C/C(/[N+](=O)[O-])=1)/[O-])
L-cystathionine	InChIKey=ILRYLPWNYFXEMH-WHFBIAKZSA-N	[C@@H]([NH3+])([R])C(=O)[O-]
(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA	InChIKey=JWZLRYCDDXHXDL-LCMHIRPZSA-J	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
(Z)-methyl(oxido)(1-phenylpropan-2-ylidene)azanium	InChIKey=SHDIBBHPJOKRNX-LUAWRHEFSA-N	CC(\CC1(\C=C/C=C\C=1))=[N+](C)\[O-]
sphingosine	InChIKey=WWUZIQQURGPMPG-KRWOKUGFSA-O	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])CO
1-stearoyl-2-palmitoyl-sn-glycerol	InChIKey=VYQDALBEQRZDPL-DHUJRADRSA-N	C(O)[C@@H](COC(=O)[R1])OC(=O)[R2]
N,N-dimethylaniline	InChIKey=JLTDJTHDQAWBAV-UHFFFAOYSA-N	CN(C1(\C=C/C=C\C=1))C
coproporphyrinogen III	InChIKey=NIUVHXTXUXOFEB-UHFFFAOYSA-J	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\CCC([O-])=O)=3))=C(CCC([O-])=O)/C(\C)=4))=C(CCC(=O)[O-])/C(\C)=5)))
prephenate	InChIKey=FPWMCUPFBRFMLH-XGAOUMNUSA-L	C(=O)([O-])C(=O)C[C@]1(C(=O)[O-])(\C=C/[C@@H](O)\C=C/1)
omega-saturated C55 dolichol phosphate	InChIKey=KTGSDHZXAKCYHM-LSTWDCEHSA-L	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/[R]CC(/C)=C/CCC(C)CCOP(=O)([O-])[O-]
alpha,alpha-trehalose 6-phosphate	InChIKey=LABSPYBHMPDTEL-LIZSDCNHSA-L	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O
beta-L-idopyranuronate	InChIKey=AEMOLEFTQBMNLQ-URDJKYRMSA-M	C([R])(=O)[O-]
1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate	InChIKey=ZXBGEIHFXPHRJY-NKFDZXFUSA-L	C(OC([R1])=O)[C@@H](OC(=O)[R2])COP([O-])(=O)[O-]
2-hydroxyisobutyramide	InChIKey=DRYMMXUBDRJPDS-UHFFFAOYSA-N	CC(O)(C)C(=O)N
glutathione	InChIKey=RWSXRVCMGQZWBV-WDSKDSINSA-M	C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
(S)-dihydroorotate	InChIKey=UFIVEPVSAGBUSI-REOHCLBHSA-M	C1(C(=O)NC(=O)N[C@H](C(=O)[O-])1)
prenol	InChIKey=ASUAYTHWZCLXAN-UHFFFAOYSA-N	CC(C)=CCO
(3E)-dec-3-enoyl-CoA	InChIKey=CQGVNMQHZQJNII-ZJZQAHHTSA-J	CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
oxalate	InChIKey=MUBZPKHOEPUJKR-UHFFFAOYSA-L	C([R])(=O)[O-]
sucrose	InChIKey=CZMRCDWAGMRECN-UGDNZRGBSA-N	C(O)[C@H]2(O[C@H](O[C@]1(CO)(O[C@H](CO)[C@@H](O)[C@H](O)1))[C@H](O)[C@@H](O)[C@H](O)2)
x-dman-HEX-x:x		
L-ornithine	InChIKey=AHLPHDHHMVZTML-BYPYZUCNSA-O	[C@@H]([NH3+])([R])C(=O)[O-]
4-tyrosol	InChIKey=YCCILVSKPBXVIP-UHFFFAOYSA-N	C1(\C(/CCO)=C/C=C(\C=1)/O)
8-oxo-GMP	InChIKey=MDSQIQSLWQTQDK-UMMCILCDSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(NC(=O)1)=2)))[C@H](O)[C@H](O)3)
a-dman-OCT-2:6|1:a|2:keto|3:d		
O-succinyl-L-homoserine	InChIKey=GNISQJGXJIDKDJ-YFKPBYRVSA-M	C([R])(=O)[O-]
a coenzyme-A group		CC(C)(COP(OP([O-])(OC[C@@H]1([C@@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))=O)([O-])=O)[C@@H](O)C(=O)NCCC(=O)NCCS
XMP	InChIKey=DCTLYFZHFGENCW-UUOKFMHZSA-L	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
UDP group		C(OP(=O)([O-])OP(=O)([O-])O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
2'-deoxyuridine	InChIKey=MXHRCPNRJAMMIM-SHYZEUOFSA-N	C(O)[C@@H]2([C@H](C[C@H](N1(\C=C/C(=O)NC1=O))O2)O)
(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone	InChIKey=CWXWDRXNERDGHE-HWKANZROSA-N	C/C=C1(C(=O)C(/O)=C(C)\O1)
flavone	InChIKey=VHBFFQKBGNRLFZ-UHFFFAOYSA-N	C3(\C=C/C(/C1(/OC2(\C(\C(=O)\C=1)=C/C=C\C=2)))=C\C=3)
adjacent 2'-deoxycytidine-thymidine in DNA		CC1(\C(=O)NC(N(\C=1)[C@@H]4(O[C@H](COP(O[C@H]3(C[C@H](N2(C(=O)/N=C(\C=C/2)/N))O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])3))([O-])=O)[C@@H](OP([O-])(O[a deoxyribonucleic acid])=O)C4))=O)
4-hydroxybenzaldehyde	InChIKey=RGHHSNMVTDWUBI-UHFFFAOYSA-N	C(C1(\C=C/C(/O)=C\C=1))=O
3-chlorobenzaldehyde	InChIKey=SRWILAKSARHZPR-UHFFFAOYSA-N	C(=O)[R]
stearate	InChIKey=QIQXTHQIDYTFRH-UHFFFAOYSA-M	C([R])(=O)[O-]
(R)-pantothenate	InChIKey=GHOKWGTUZJEAQD-ZETCQYMHSA-M	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-]
fluoride	InChIKey=KRHYYFGTRYWZRS-UHFFFAOYSA-M	[F-]
L-phenylalanine	InChIKey=COLNVLDHVKWLRT-QMMMGPOBSA-N	[C@@H]([NH3+])([R])C([O-])=O
L-cysteine	InChIKey=XUJNEKJLAYXESH-REOHCLBHSA-N	C(S)[C@@H](C(=O)[O-])[NH3+]
(3Z)-dodec-3-enoyl-CoA	InChIKey=XEMIVMKTVGRFTD-REDSNERGSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
phosphate	InChIKey=NBIIXXVUZAFLBC-UHFFFAOYSA-L	[O-]P(=O)(O)[O-]
(2S,3R)-3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate	InChIKey=YFUPBIBIDVFELV-NTSWFWBYSA-M	CC(C)[C@H](C([O-])=O)[C@H](C(OC)=O)O
alpha-L-fucopyranose	InChIKey=SHZGCJCMOBCMKK-SXUWKVJYSA-N	C(=O)[R]
beta-D-xylopyranose	InChIKey=SRBFZHDQGSBBOR-KKQCNMDGSA-N	C(=O)[C@H](O)[C@@H](O)[C@H](O)CO
uracil	InChIKey=ISAKRJDGNUQOIC-UHFFFAOYSA-N	C1(\NC(=O)NC(=O)\C=1)
4alpha-methylfecosterol	InChIKey=QLDNWJOJCDIMKK-XLFBYWHPSA-N	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
x-lgal-HEX-1:5|6:d		
thiamine diphosphate	InChIKey=AYEKOFBPNLCAJY-UHFFFAOYSA-L	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCOP([O-])(=O)OP([O-])(=O)[O-])=2)
glyoxal	InChIKey=LEQAOMBKQFMDFZ-UHFFFAOYSA-N	C(C=O)=O
isobutanol	InChIKey=ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	CC(C)CO
roseoflavin 5'-phosphate	InChIKey=KBASEDIREZTYND-GUTXKFCHSA-K	CC3(/C=C2(C(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C1(\C(\C(=O)[N-]C(=O)/N=1)=N/2))=C\C(\N(C)C)=3))
formylaminopyrimidine	InChIKey=PVWNFAGYFUUDRC-UHFFFAOYSA-N	CC1(\N=C/C(\CNC=O)=C(N)\N=1)
a methyl group		C
(R)-5-phosphomevalonate	InChIKey=OKZYCXHTTZZYSK-ZCFIWIBFSA-K	C[C@@](O)(CCOP(=O)([O-])[O-])CC(=O)[O-]
(R)-acetoin	InChIKey=ROWKJAVDOGWPAT-GSVOUGTGSA-N	C[C@@H](O)C(=O)C
N-acetyl-L-ornithine	InChIKey=JRLGPAXAGHMNOL-LURJTMIESA-N	[C@@H]([NH3+])([R])C(=O)[O-]
10-cis-heptadecenoyl-CoA	InChIKey=KFMWWNZRDBMYES-YGUIASHKSA-J	CCCCCC\C=C/CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
alpha-D-glucopyranose	InChIKey=WQZGKKKJIJFFOK-DVKNGEFBSA-N	C([C@@H]1([C@H]([C@@H]([C@H](C(O1)O)O)O)O))O
1-deoxynojirimycin	InChIKey=LXBIFEVIBLOUGU-JGWLITMVSA-O	C1([NH2+][C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1)
5-aminolevulinate	InChIKey=ZGXJTSGNIOSYLO-UHFFFAOYSA-N	C(C(C[NH3+])=O)CC([O-])=O
(2R,3S)-2-methylisocitrate	InChIKey=HHKPKXCSHMJWCF-WVBDSBKLSA-K	C([R])(=O)[O-]
4-nitrophenyl phosphate	InChIKey=XZKIHKMTEMTJQX-UHFFFAOYSA-L	C1(/C=C(\C=C/C(/[N+](=O)[O-])=1)/OP([O-])(=O)[O-])
2'-hydroxypyridoxol	InChIKey=FLVIETJQVDUKMQ-UHFFFAOYSA-N	C(O)C1(\C(\CO)=C(C(/CO)=N/C=1)\O)
beta-D-galacturonate	InChIKey=AEMOLEFTQBMNLQ-DTEWXJGMSA-M	C([R])(=O)[O-]
S-sulfo-L-cysteine	InChIKey=NOKPBJYHPHHWAN-REOHCLBHSA-M	C([R])(=O)[O-]
D-sedoheptulose 1-phosphate	InChIKey=JPTRNFAYXMBCLJ-SHUUEZRQSA-L	C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
(3R)-3-hydroxylignoceroyl-CoA	InChIKey=QIBKBVRVOFIKLN-YSOWJFSKSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
S-methyl-5-thio-D-ribulose 1-phosphate	InChIKey=CNSJRYUMVMWNMC-RITPCOANSA-L	CSC[C@@H](O)[C@@H](O)C(=O)COP([O-])(=O)[O-]
di-trans,octa-cis-undecaprenyl diphosphate	InChIKey=NTXGVHCCXVHYCL-NTDVEAECSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/[R]CC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
1,2-dipalmitoyl-sn-glycerol	InChIKey=JEJLGIQLPYYGEE-XIFFEERXSA-N	C(O)[C@@H](COC(=O)[R1])OC(=O)[R2]
CDP	InChIKey=ZWIADYZPOWUWEW-XVFCMESISA-K	C(OP(OP([O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O)
2-oxohexanoate	InChIKey=XNIHZNNZJHYHLC-UHFFFAOYSA-M	C([R])(=O)[O-]
porphobilinogen	InChIKey=QSHWIQZFGQKFMA-UHFFFAOYSA-M	C(C1(\N\C=C(CCC(=O)[O-])/C(\CC(=O)[O-])=1))[NH3+]
L-iditol	InChIKey=FBPFZTCFMRRESA-UNTFVMJOSA-N	C([C@@H]([C@H]([C@@H]([C@@H](O)CO)O)O)O)O
geranylgeranyl diphosphate	InChIKey=OINNEUNVOZHBOX-QIRCYJPOSA-K	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	InChIKey=QKMBYNRMPRKVTO-MNOVXSKESA-K	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	InChIKey=NQEQTYPJSIEPHW-MNOVXSKESA-L	C1(/NC2(/C=C\C=C/C(/C(/[C@@H]([C@@H](COP([O-])(=O)[O-])O)O)=1)=2))
beta-D-mannopyranose	InChIKey=WQZGKKKJIJFFOK-RWOPYEJCSA-N	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)C(O)O1)
pyridoxamine 5'-phosphate	InChIKey=ZMJGSOSNSPKHNH-UHFFFAOYSA-M	CC1(\C(\O)=C(C(/COP([O-])([O-])=O)=C\N=1)\C[NH3+])
zymosterol	InChIKey=CGSJXLIKVBJVRY-XTGBIJOFSA-N	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
14-demethyllanosterol	InChIKey=CHGIKSSZNBCNDW-QGBOJXOESA-N	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C(C)(C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
3-sulfino-L-alanine	InChIKey=ADVPTQAUNPRNPO-REOHCLBHSA-M	C([R])(=O)[O-]
5-oxo-L-proline	InChIKey=ODHCTXKNWHHXJC-VKHMYHEASA-M	C(=O)([C@H]1(NC(CC1)=O))[O-]
7,8-dihydroneopterin 3'-phosphate	InChIKey=PLSQMGZYOGSOCE-XINAWCOVSA-L	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)COP(=O)([O-])[O-])=2))
arsenite2-	InChIKey=RJFGWSIMCQVVJS-UHFFFAOYSA-N	[As](O)([O-])[O-]
2-oxobutanoate	InChIKey=TYEYBOSBBBHJIV-UHFFFAOYSA-M	C([R])(=O)[O-]
(2R)-homocitrate	InChIKey=XKJVEVRQMLKSMO-SSDOTTSWSA-K	C([R])(=O)[O-]
4-hydroxy-3-octaprenylbenzoate	InChIKey=UTIBHEBNILDQKX-LQOKPSQISA-M	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
N-acetyl-L-glutamate	InChIKey=RFMMMVDNIPUKGG-YFKPBYRVSA-L	C([R])(=O)[O-]
(1R,2S)-homoisocitrate	InChIKey=OEJZZCGRGVFWHK-WVZVXSGGSA-K	C([R])(=O)[O-]
chorismate	InChIKey=WTFXTQVDAKGDEY-HTQZYQBOSA-L	C=C(C(=O)[O-])O[C@H]1([C@H](O)\C=C/C(/C([O-])=O)=C\1)
b-dman-HEX-1:5		
a holo malonate-decarboxylase		CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H](N[[an apo malonate decarboxylase acyl-carrier protein]])C(=O)[[an apo malonate decarboxylase acyl-carrier protein]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
(5Z)-tetradecenoyl-CoA	InChIKey=MRVDZOHJMLTLHJ-STFCKWFXSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
L-ascorbate	InChIKey=CIWBSHSKHKDKBQ-JLAZNSOCSA-M	C([R])(=O)[O-]
roseoflavin adenine dinucleotide	InChIKey=MHLHGXADKUHZGN-MZWSMYJRSA-K	CC6(/C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(\N(C)C)=6))
GLYCO-CT-SULFATE		
D-myo-inositol (1,3,4,5)-tetrakisphosphate	InChIKey=CIPFCGZLFXVXBG-CNWJWELYSA-F	[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP([O-])([O-])=O)1)
(2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone	InChIKey=JJPKPKGALPXILL-FNORWQNLSA-N	CCC/C=C1(C(=O)C(/O)=C(C)\O1)
FAD	InChIKey=IMGVNJNCCGXBHD-UYBVJOGSSA-K	CC6(\C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(/C)=6))
4-methylbenzaldehyde	InChIKey=FXLOVSHXALFLKQ-UHFFFAOYSA-N	C(=O)[R]
(2S)-2-isopropylmalate	InChIKey=BITYXLXUCSKTJS-ZETCQYMHSA-L	CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O
(3R)-hydroxynonanoyl-CoA	InChIKey=PDYUUZANEPCZPL-JOQFVOQGSA-J	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
N-carbamoyl-L-aspartate	InChIKey=HLKXYZVTANABHZ-REOHCLBHSA-L	[C@@H]([NH3+])([R])C(=O)[O-]
(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate	InChIKey=HKSDVVJONLXYKL-OHPMOLHNSA-M	C([R])(=O)[O-]
x-dgal-HEX-1:5|6:a		
1-butanal	InChIKey=ZTQSAGDEMFDKMZ-UHFFFAOYSA-N	C(=O)[R]
